debugI5RIIL:debug1WE1NF,0,1604091412810,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugI5RIIL:debug1WE1NF,1,1604091421770,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 8957, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugI5RIIL:debug1WE1NF,2,1604091421782,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugI5RIIL:debug1WE1NF,3,1604091429779,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugDRQX97:debugDQC3II,0,1604091667341,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugDRQX97:debugDQC3II,1,1604091668285,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 941, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugDRQX97:debugDQC3II,2,1604091668295,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugDRQX97:debugDQC3II,3,1604091672762,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugXS5FE5:debug3AN76P,0,1604091874177,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugXS5FE5:debug3AN76P,1,1604091875070,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 889, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugXS5FE5:debug3AN76P,2,1604091875078,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugXS5FE5:debug3AN76P,3,1604091879398,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugG2RC8O:debug4MTJTQ,0,1604092255852,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugG2RC8O:debug4MTJTQ,1,1604092256750,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 892, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugG2RC8O:debug4MTJTQ,2,1604092256758,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugG2RC8O:debug4MTJTQ,3,1604092264447,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugRKT5NQ:debugD5M2R6,0,1604092584178,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugRKT5NQ:debugD5M2R6,1,1604092585035,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 855, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugRKT5NQ:debugD5M2R6,2,1604092585046,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugRKT5NQ:debugD5M2R6,3,1604092590928,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugH7GL0J:debugK3RES0,0,1604092701478,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugH7GL0J:debugK3RES0,1,1604092702502,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1020, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugH7GL0J:debugK3RES0,2,1604092702514,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugH7GL0J:debugK3RES0,3,1604092706683,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debug4NPJ47:debugPLT4BB,0,1604092854622,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debug4NPJ47:debugPLT4BB,1,1604092855550,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 922, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debug4NPJ47:debugPLT4BB,2,1604092855564,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debug4NPJ47:debugPLT4BB,3,1604092859996,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugFNPOX7:debugC91OB3,0,1604093537009,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugFNPOX7:debugC91OB3,1,1604093538380,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1368, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugFNPOX7:debugC91OB3,2,1604093538392,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugFNPOX7:debugC91OB3,3,1604093542827,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debug67VXYH:debugUXY7UJ,0,1604093870967,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debug67VXYH:debugUXY7UJ,1,1604093872033,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1063, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debug67VXYH:debugUXY7UJ,2,1604093872044,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debug67VXYH:debugUXY7UJ,3,1604093876752,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugKMMRGF:debugTKTV9H,0,1604094244960,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugKMMRGF:debugTKTV9H,1,1604094245854,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 891, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugKMMRGF:debugTKTV9H,2,1604094245863,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugKMMRGF:debugTKTV9H,3,1604094249953,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugKMMRGF:debugTKTV9H,4,1604094249969,"{""phase"": ""vidcheck"", ""status"": ""begin""}"
debugKMMRGF:debugTKTV9H,5,1604094251236,"{""phase"": ""vidcheck"", ""status"": ""play/pause clicked: 0""}"
debugKMMRGF:debugTKTV9H,6,1604094262132,"{""phase"": ""vidcheck"", ""status"": ""video ended""}"
debugKMMRGF:debugTKTV9H,7,1604094262533,"{""phase"": ""vidcheck"", ""status"": ""submit""}"
debugKMMRGF:debugTKTV9H,8,1604094262538,"{""phase"": ""command_video"", ""status"": ""begin""}"
debugKMMRGF:debugTKTV9H,9,1604094264404,"{""phase"": ""command_video"", ""status"": ""play/pause clicked: 0""}"
debugKMMRGF:debugTKTV9H,10,1604094288312,"{""phase"": ""command_video"", ""status"": ""video ended""}"
debugKMMRGF:debugTKTV9H,11,1604094291222,"{""phase"": ""command_video"", ""status"": ""submit""}"
debugKMMRGF:debugTKTV9H,12,1604094295682,"{""phase"": ""checkquestion"", ""status"": ""submit""}"
debugKMMRGF:debugTKTV9H,13,1604094296418,"{""phase"": ""checkquestion"", ""status"": ""submit""}"
debugKMMRGF:debugTKTV9H,14,1604094296865,"{""phase"": ""checkquestion"", ""status"": ""submit""}"
debugZ1MFRG:debug91KI1C,0,1604094424556,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugZ1MFRG:debug91KI1C,1,1604094425500,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 939, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugZ1MFRG:debug91KI1C,2,1604094425512,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugZ1MFRG:debug91KI1C,3,1604094429255,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugZ1MFRG:debug91KI1C,4,1604094429278,"{""phase"": ""vidcheck"", ""status"": ""begin""}"
debugZ1MFRG:debug91KI1C,5,1604094430266,"{""phase"": ""vidcheck"", ""status"": ""play/pause clicked: 0""}"
debugZ1MFRG:debug91KI1C,6,1604094441206,"{""phase"": ""vidcheck"", ""status"": ""video ended""}"
debugZ1MFRG:debug91KI1C,7,1604094441836,"{""phase"": ""vidcheck"", ""status"": ""submit""}"
debugZ1MFRG:debug91KI1C,8,1604094441842,"{""phase"": ""command_video"", ""status"": ""begin""}"
debugZ1MFRG:debug91KI1C,9,1604094444202,"{""phase"": ""command_video"", ""status"": ""play/pause clicked: 0""}"
debugZ1MFRG:debug91KI1C,10,1604094464059,"{""phase"": ""command_video"", ""status"": ""video ended""}"
debugZ1MFRG:debug91KI1C,11,1604094469847,"{""phase"": ""command_video"", ""status"": ""submit""}"
debugZ1MFRG:debug91KI1C,12,1604094469854,"{""phase"": ""checkquestion"", ""status"": ""begin""}"
debugZ1MFRG:debug91KI1C,13,1604094482101,"{""phase"": ""checkquestion"", ""status"": ""submit""}"
debugLA39TG:debugGLL0K8,0,1604094588939,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugLA39TG:debugGLL0K8,1,1604094590032,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1090, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugLA39TG:debugGLL0K8,2,1604094590043,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugLA39TG:debugGLL0K8,3,1604094594917,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugLA39TG:debugGLL0K8,4,1604094594936,"{""phase"": ""vidcheck"", ""status"": ""begin""}"
debugLA39TG:debugGLL0K8,5,1604094596099,"{""phase"": ""vidcheck"", ""status"": ""play/pause clicked: 0""}"
debugLA39TG:debugGLL0K8,6,1604094607037,"{""phase"": ""vidcheck"", ""status"": ""video ended""}"
debugLA39TG:debugGLL0K8,7,1604094607734,"{""phase"": ""vidcheck"", ""status"": ""submit""}"
debugLA39TG:debugGLL0K8,8,1604094607741,"{""phase"": ""command_video"", ""status"": ""begin""}"
debugLA39TG:debugGLL0K8,9,1604094608925,"{""phase"": ""command_video"", ""status"": ""play/pause clicked: 0""}"
debugLA39TG:debugGLL0K8,10,1604094632157,"{""phase"": ""command_video"", ""status"": ""video ended""}"
debugLA39TG:debugGLL0K8,11,1604094634147,"{""phase"": ""command_video"", ""status"": ""submit""}"
debugLA39TG:debugGLL0K8,12,1604094634155,"{""phase"": ""checkquestion"", ""status"": ""begin""}"
debugLA39TG:debugGLL0K8,13,1604094646487,"{""phase"": ""checkquestion"", ""status"": ""submit""}"
debugQS365J:debugT3XFZD,0,1604095669592,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugQS365J:debugT3XFZD,1,1604095671066,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1471, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugQS365J:debugT3XFZD,2,1604095671073,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugQS365J:debugT3XFZD,3,1604095675908,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugQS365J:debugT3XFZD,4,1604095675935,"{""phase"": ""vidcheck"", ""status"": ""begin""}"
debugQS365J:debugT3XFZD,5,1604095677235,"{""phase"": ""vidcheck"", ""status"": ""play/pause clicked: 0""}"
debugQS365J:debugT3XFZD,6,1604095688169,"{""phase"": ""vidcheck"", ""status"": ""video ended""}"
debugQS365J:debugT3XFZD,7,1604095688681,"{""phase"": ""vidcheck"", ""status"": ""submit""}"
debugQS365J:debugT3XFZD,8,1604095688688,"{""phase"": ""command_video"", ""status"": ""begin""}"
debugQS365J:debugT3XFZD,9,1604095690309,"{""phase"": ""command_video"", ""status"": ""play/pause clicked: 0""}"
debugQS365J:debugT3XFZD,10,1604095710177,"{""phase"": ""command_video"", ""status"": ""video ended""}"
debugQS365J:debugT3XFZD,11,1604095711192,"{""phase"": ""command_video"", ""status"": ""submit""}"
debugQS365J:debugT3XFZD,12,1604095711203,"{""phase"": ""checkquestion"", ""status"": ""begin""}"
debugQS365J:debugT3XFZD,13,1604095725928,"{""phase"": ""checkquestion"", ""status"": ""submit""}"
debugIIXSU2:debugHMB4AE,0,1604096647811,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugIIXSU2:debugHMB4AE,1,1604096648889,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1071, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugVFV8QV:debug6JJUDK,0,1604096664653,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct-1.html""], ""action"": ""Begin""}"
debugVFV8QV:debug6JJUDK,1,1604096666189,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 1531, ""action"": ""FinishInstructions"", ""template"": ""instruct-1.html""}"
debugVFV8QV:debug6JJUDK,2,1604096666197,"{""phase"": ""demoquestionnaire"", ""status"": ""begin""}"
debugVFV8QV:debug6JJUDK,3,1604096669867,"{""phase"": ""demoquestionnaire"", ""status"": ""submit""}"
debugVFV8QV:debug6JJUDK,4,1604096669889,"{""phase"": ""vidcheck"", ""status"": ""begin""}"
debugVFV8QV:debug6JJUDK,5,1604096671027,"{""phase"": ""vidcheck"", ""status"": ""play/pause clicked: 0""}"
debugVFV8QV:debug6JJUDK,6,1604096681966,"{""phase"": ""vidcheck"", ""status"": ""video ended""}"
debugVFV8QV:debug6JJUDK,7,1604096682492,"{""phase"": ""vidcheck"", ""status"": ""submit""}"
debugVFV8QV:debug6JJUDK,8,1604096682499,"{""phase"": ""command_video"", ""status"": ""begin""}"
debugVFV8QV:debug6JJUDK,9,1604096683691,"{""phase"": ""command_video"", ""status"": ""play/pause clicked: 0""}"
debugVFV8QV:debug6JJUDK,10,1604096700444,"{""phase"": ""command_video"", ""status"": ""video ended""}"
debugVFV8QV:debug6JJUDK,11,1604096701287,"{""phase"": ""command_video"", ""status"": ""submit""}"
debugVFV8QV:debug6JJUDK,12,1604096701298,"{""phase"": ""checkquestion"", ""status"": ""begin""}"
debugVFV8QV:debug6JJUDK,13,1604096713401,"{""phase"": ""checkquestion"", ""status"": ""submit""}"
